-2	-0.635011
-1.78947	-0.376187
-1.57895	-0.000664181
-1.36842	-0.333866
-1.15789	-0.647308
-0.947368	-0.023179
-0.736842	0.852325
-0.526316	0.758173
-0.315789	0.00481248
-0.105263	-0.180693
0.105263	0.180693
0.315789	-0.00481248
0.526316	-0.758173
0.736842	-0.852325
0.947368	0.023179
1.15789	0.647308
1.36842	0.333866
1.57895	0.000664181
1.78947	0.376187
2	0.635011


-2	-0.635156
-1.996	-0.635233
-1.992	-0.635139
-1.988	-0.634872
-1.984	-0.634428
-1.98	-0.633803
-1.976	-0.632993
-1.972	-0.631995
-1.968	-0.630806
-1.964	-0.629424
-1.96	-0.627844
-1.956	-0.626065
-1.952	-0.624085
-1.948	-0.621901
-1.944	-0.61951
-1.94	-0.616912
-1.936	-0.614105
-1.932	-0.611087
-1.928	-0.607857
-1.924	-0.604415
-1.92	-0.60076
-1.916	-0.596891
-1.912	-0.592809
-1.908	-0.588513
-1.904	-0.584004
-1.9	-0.579282
-1.896	-0.57435
-1.892	-0.569207
-1.888	-0.563855
-1.884	-0.558297
-1.88	-0.552534
-1.876	-0.546568
-1.872	-0.540402
-1.868	-0.53404
-1.864	-0.527484
-1.86	-0.520737
-1.856	-0.513805
-1.852	-0.506689
-1.848	-0.499396
-1.844	-0.491929
-1.84	-0.484294
-1.836	-0.476495
-1.832	-0.468539
-1.828	-0.46043
-1.824	-0.452174
-1.82	-0.443779
-1.816	-0.43525
-1.812	-0.426593
-1.808	-0.417817
-1.804	-0.408928
-1.8	-0.399933
-1.796	-0.39084
-1.792	-0.381657
-1.788	-0.372392
-1.784	-0.363053
-1.78	-0.353649
-1.776	-0.344187
-1.772	-0.334677
-1.768	-0.325128
-1.764	-0.315548
-1.76	-0.305947
-1.756	-0.296333
-1.752	-0.286717
-1.748	-0.277108
-1.744	-0.267515
-1.74	-0.257947
-1.736	-0.248416
-1.732	-0.238929
-1.728	-0.229497
-1.724	-0.22013
-1.72	-0.210837
-1.716	-0.201629
-1.712	-0.192515
-1.708	-0.183504
-1.704	-0.174606
-1.7	-0.165832
-1.696	-0.15719
-1.692	-0.14869
-1.688	-0.140341
-1.684	-0.132153
-1.68	-0.124135
-1.676	-0.116295
-1.672	-0.108643
-1.668	-0.101186
-1.664	-0.0939352
-1.66	-0.086897
-1.656	-0.08008
-1.652	-0.0734921
-1.648	-0.0671411
-1.644	-0.0610345
-1.64	-0.0551794
-1.636	-0.0495829
-1.632	-0.0442517
-1.628	-0.0391923
-1.624	-0.0344108
-1.62	-0.0299133
-1.616	-0.0257052
-1.612	-0.0217919
-1.608	-0.0181784
-1.604	-0.0148693
-1.6	-0.011869
-1.596	-0.00918154
-1.592	-0.00681056
-1.588	-0.00475941
-1.584	-0.00303108
-1.58	-0.0016282
-1.576	-0.000553066
-1.572	0.000192405
-1.568	0.00060665
-1.564	0.000688473
-1.56	0.000437044
-1.556	-0.000148101
-1.552	-0.00106705
-1.548	-0.00231954
-1.544	-0.00390491
-1.54	-0.00582216
-1.536	-0.00806989
-1.532	-0.0106464
-1.528	-0.0135494
-1.524	-0.0167767
-1.52	-0.0203252
-1.516	-0.0241919
-1.512	-0.0283731
-1.508	-0.032865
-1.504	-0.0376633
-1.5	-0.0427634
-1.496	-0.0481605
-1.492	-0.0538493
-1.488	-0.0598242
-1.484	-0.0660793
-1.48	-0.0726084
-1.476	-0.0794051
-1.472	-0.0864626
-1.468	-0.0937737
-1.464	-0.101331
-1.46	-0.109127
-1.456	-0.117154
-1.452	-0.125404
-1.448	-0.133868
-1.444	-0.142537
-1.44	-0.151404
-1.436	-0.160458
-1.432	-0.16969
-1.428	-0.179091
-1.424	-0.188652
-1.42	-0.198362
-1.416	-0.208212
-1.412	-0.218191
-1.408	-0.228289
-1.404	-0.238496
-1.4	-0.248801
-1.396	-0.259193
-1.392	-0.269661
-1.388	-0.280196
-1.384	-0.290785
-1.38	-0.301418
-1.376	-0.312083
-1.372	-0.32277
-1.368	-0.333468
-1.364	-0.344164
-1.36	-0.354849
-1.356	-0.36551
-1.352	-0.376137
-1.348	-0.386719
-1.344	-0.397243
-1.34	-0.4077
-1.336	-0.418077
-1.332	-0.428365
-1.328	-0.438551
-1.324	-0.448626
-1.32	-0.458577
-1.316	-0.468396
-1.312	-0.47807
-1.308	-0.487589
-1.304	-0.496943
-1.3	-0.506122
-1.296	-0.515116
-1.292	-0.523914
-1.288	-0.532507
-1.284	-0.540885
-1.28	-0.549038
-1.276	-0.556958
-1.272	-0.564634
-1.268	-0.572059
-1.264	-0.579223
-1.26	-0.586117
-1.256	-0.592734
-1.252	-0.599065
-1.248	-0.605102
-1.244	-0.610838
-1.24	-0.616265
-1.236	-0.621375
-1.232	-0.626163
-1.228	-0.63062
-1.224	-0.634741
-1.22	-0.638519
-1.216	-0.641948
-1.212	-0.645023
-1.208	-0.647739
-1.204	-0.650088
-1.2	-0.652068
-1.196	-0.653674
-1.192	-0.6549
-1.188	-0.655743
-1.184	-0.656199
-1.18	-0.656265
-1.176	-0.655938
-1.172	-0.655213
-1.168	-0.65409
-1.164	-0.652565
-1.16	-0.650637
-1.156	-0.648303
-1.152	-0.645563
-1.148	-0.642414
-1.144	-0.638857
-1.14	-0.634891
-1.136	-0.630515
-1.132	-0.62573
-1.128	-0.620536
-1.124	-0.614933
-1.12	-0.608923
-1.116	-0.602507
-1.112	-0.595685
-1.108	-0.588461
-1.104	-0.580837
-1.1	-0.572814
-1.096	-0.564395
-1.092	-0.555584
-1.088	-0.546384
-1.084	-0.536798
-1.08	-0.52683
-1.076	-0.516484
-1.072	-0.505766
-1.068	-0.494678
-1.064	-0.483228
-1.06	-0.471418
-1.056	-0.459256
-1.052	-0.446747
-1.048	-0.433897
-1.044	-0.420712
-1.04	-0.407199
-1.036	-0.393365
-1.032	-0.379216
-1.028	-0.364759
-1.024	-0.350003
-1.02	-0.334955
-1.016	-0.319623
-1.012	-0.304014
-1.008	-0.288138
-1.004	-0.272003
-1	-0.255618
-0.996	-0.238991
-0.992	-0.222132
-0.988	-0.20505
-0.984	-0.187754
-0.98	-0.170255
-0.976	-0.152561
-0.972	-0.134684
-0.968	-0.116633
-0.964	-0.0984177
-0.96	-0.0800495
-0.956	-0.0615387
-0.952	-0.0428958
-0.948	-0.0241315
-0.944	-0.00525692
-0.94	0.0137172
-0.936	0.0327796
-0.932	0.0519194
-0.928	0.0711251
-0.924	0.0903856
-0.92	0.10969
-0.916	0.129025
-0.912	0.148382
-0.908	0.167748
-0.904	0.187111
-0.9	0.20646
-0.896	0.225784
-0.892	0.245071
-0.888	0.264309
-0.884	0.283487
-0.88	0.302594
-0.876	0.321617
-0.872	0.340546
-0.868	0.35937
-0.864	0.378076
-0.86	0.396654
-0.856	0.415092
-0.852	0.433379
-0.848	0.451505
-0.844	0.469458
-0.84	0.487228
-0.836	0.504803
-0.832	0.522173
-0.828	0.539329
-0.824	0.556258
-0.82	0.572952
-0.816	0.5894
-0.812	0.605593
-0.808	0.62152
-0.804	0.637172
-0.8	0.65254
-0.796	0.667614
-0.792	0.682386
-0.788	0.696846
-0.784	0.710987
-0.78	0.7248
-0.776	0.738276
-0.772	0.751408
-0.768	0.764188
-0.764	0.776609
-0.76	0.788663
-0.756	0.800344
-0.752	0.811645
-0.748	0.822559
-0.744	0.833081
-0.74	0.843203
-0.736	0.852922
-0.732	0.86223
-0.728	0.871125
-0.724	0.879599
-0.72	0.88765
-0.716	0.895272
-0.712	0.902462
-0.708	0.909217
-0.704	0.915532
-0.7	0.921405
-0.696	0.926834
-0.692	0.931816
-0.688	0.936348
-0.684	0.94043
-0.68	0.944059
-0.676	0.947234
-0.672	0.949955
-0.668	0.952221
-0.664	0.954032
-0.66	0.955388
-0.656	0.956289
-0.652	0.956737
-0.648	0.956732
-0.644	0.956275
-0.64	0.955369
-0.636	0.954015
-0.632	0.952215
-0.628	0.949973
-0.624	0.947291
-0.62	0.944172
-0.616	0.940619
-0.612	0.936638
-0.608	0.932231
-0.604	0.927403
-0.6	0.922159
-0.596	0.916504
-0.592	0.910442
-0.588	0.90398
-0.584	0.897124
-0.58	0.889878
-0.576	0.882251
-0.572	0.874247
-0.568	0.865874
-0.564	0.85714
-0.56	0.84805
-0.556	0.838614
-0.552	0.828838
-0.548	0.818731
-0.544	0.8083
-0.54	0.797555
-0.536	0.786504
-0.532	0.775155
-0.528	0.763517
-0.524	0.751601
-0.52	0.739414
-0.516	0.726967
-0.512	0.71427
-0.508	0.701331
-0.504	0.688161
-0.5	0.674771
-0.496	0.66117
-0.492	0.647368
-0.488	0.633377
-0.484	0.619206
-0.48	0.604867
-0.476	0.59037
-0.472	0.575726
-0.468	0.560946
-0.464	0.54604
-0.46	0.531021
-0.456	0.515898
-0.452	0.500683
-0.448	0.485387
-0.444	0.470022
-0.44	0.454598
-0.436	0.439126
-0.432	0.423618
-0.428	0.408085
-0.424	0.392538
-0.42	0.376988
-0.416	0.361446
-0.412	0.345923
-0.408	0.33043
-0.404	0.314978
-0.4	0.299578
-0.396	0.28424
-0.392	0.268975
-0.388	0.253793
-0.384	0.238705
-0.38	0.223722
-0.376	0.208853
-0.372	0.194108
-0.368	0.179498
-0.364	0.165032
-0.36	0.150719
-0.356	0.13657
-0.352	0.122593
-0.348	0.108798
-0.344	0.0951935
-0.34	0.081788
-0.336	0.0685905
-0.332	0.055609
-0.328	0.0428519
-0.324	0.030327
-0.32	0.018042
-0.316	0.00600443
-0.312	-0.00577846
-0.308	-0.0172997
-0.304	-0.0285524
-0.3	-0.0395302
-0.296	-0.0502267
-0.292	-0.0606359
-0.288	-0.070752
-0.284	-0.0805696
-0.28	-0.0900834
-0.276	-0.0992885
-0.272	-0.10818
-0.268	-0.116754
-0.264	-0.125006
-0.26	-0.132932
-0.256	-0.140529
-0.252	-0.147793
-0.248	-0.154722
