0.1 	 2.525
0.15 	 1.70417
0.2 	 1.3
0.25 	 1.0625
0.3 	 0.908333
0.35 	 0.801786
0.4 	 0.725
0.45 	 0.668056
0.5 	 0.625
0.55 	 0.592045
0.6 	 0.566667
0.65 	 0.547115
0.7 	 0.532143
0.75 	 0.520833
0.8 	 0.5125
0.85 	 0.506618
0.9 	 0.502778
0.95 	 0.500658
1 	 0.5
1.05 	 0.500595
1.1 	 0.502273
1.15 	 0.504891
1.2 	 0.508333
1.25 	 0.5125
1.3 	 0.517308
1.35 	 0.522685
1.4 	 0.528571
1.45 	 0.534914
1.5 	 0.541667
1.55 	 0.54879
1.6 	 0.55625
1.65 	 0.564015
1.7 	 0.572059
1.75 	 0.580357
1.8 	 0.588889
1.85 	 0.597635
1.9 	 0.606579
1.95 	 0.615705
